'90,9.80
'91,9.40
'92,9.30
'93,9
'94,9.10
'95,8.90
'96,8.80
'97,8.90
'98,8.40
'99,8.60
'00,8.20
'01,8.20
'02,8
'03,7.70
'04,7.80
'05,7.60
'06*,7.50
'07,7.30
'08,7.10
'09,6.80
'10,6.80
'11,6.80
'12,6.80
'13,6.80
'14,6.90
'15,6.90
'16,7
'17,6.90
'18,6.50
'19,6.10
'20,5.10
